Accession,SRA_Accession,Authors,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
DQ243947,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-5/9/84,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-5/9/84 nucleoprotein (N) gene, complete cds"
DQ243948,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-29/7/84,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-29/7/84 nucleoprotein (N) gene, complete cds"
DQ243949,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-24/6/90,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-24/6/90 nucleoprotein (N) gene, complete cds"
DQ243950,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-12/5/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-12/5/92 nucleoprotein (N) gene, complete cds"
DQ243951,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-17/6/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-17/6/92 nucleoprotein (N) gene, complete cds"
DQ243952,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-25/6/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-25/6/92 nucleoprotein (N) gene, complete cds"
DQ243953,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-8/8/01,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1169,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-8/8/01 truncated nucleoprotein (N) gene, complete cds"
DQ243954,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-27/8/01 nucleoprotein (N) gene, complete cds"
DQ243955,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-6/1/03 nucleoprotein (N) gene, complete cds"
DQ243956,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-24/4/03 nucleoprotein (N) gene, complete cds"
DQ243957,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-30/7/03 nucleoprotein (N) gene, complete cds"
DQ243958,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-19/8/03 nucleoprotein (N) gene, complete cds"
DQ243959,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-14/8/03 nucleoprotein (N) gene, complete cds"
DQ243960,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,oronasopharynx,,,"Human coronavirus 229E strain HCoV-229E-28/2/03 nucleoprotein (N) gene, complete cds"
DQ243961,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-25/8/03 nucleoprotein (N) gene, complete cds"
DQ243962,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1170,GenBank,partial,,,1,Australia,Australia,,,oronasopharynx,,,"Human coronavirus 229E strain HCoV-229E-20/1/04 nucleoprotein (N) gene, complete cds"
DQ243963,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3522,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E strain ATCC VR-740 spike glycoprotein (S) gene, complete cds"
DQ243964,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-11/6/79,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-11/6/79 spike glycoprotein (S) gene, complete cds"
DQ243965,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-16/6/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-16/6/82 spike glycoprotein (S) gene, complete cds"
DQ243966,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-22/9/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-22/9/82 spike glycoprotein (S) gene, complete cds"
DQ243967,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-6/10/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-6/10/82 spike glycoprotein (S) gene, complete cds"
DQ243968,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-21/10/82,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-21/10/82 spike glycoprotein (S) gene, complete cds"
DQ243969,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-8/11/82a,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82a spike glycoprotein (S) gene, complete cds"
DQ243970,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-8/11/82b,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-8/11/82b spike glycoprotein (S) gene, complete cds"
DQ243971,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-29/7/84,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-29/7/84 spike glycoprotein (S) gene, complete cds"
DQ243972,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-5/9/84,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-5/9/84 spike glycoprotein (S) gene, complete cds"
DQ243973,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-24/6/90,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-24/6/90 spike glycoprotein (S) gene, complete cds"
DQ243974,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229-25/6/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229-25/6/92 spike glycoprotein (S) gene, complete cds"
DQ243975,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-12/5/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-12/5/92 spike glycoprotein (S) gene, complete cds"
DQ243976,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,HCoV-229E-17/6/92,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E isolate HCoV-229E-17/6/92 spike glycoprotein (S) gene, complete cds"
DQ243977,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-8/8/01 spike glycoprotein (S) gene, complete cds"
DQ243978,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-27/8/01 spike glycoprotein (S) gene, complete cds"
DQ243979,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-21/6/02 spike glycoprotein (S) gene, complete cds"
DQ243980,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-6/1/03 spike glycoprotein (S) gene, complete cds"
DQ243981,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),957,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-24/4/03 spike glycoprotein (S) gene, partial cds"
DQ243982,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1708,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-24/4/03 spike glycoprotein (S) gene, partial cds"
DQ243983,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-30/7/03 spike glycoprotein (S) gene, complete cds"
DQ243984,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-14/8/03 spike glycoprotein (S) gene, complete cds"
DQ243985,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-19/8/03 spike glycoprotein (S) gene, complete cds"
DQ243986,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3513,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-25/8/03 spike glycoprotein (S) gene, complete cds"
DQ243987,,"Chibo,D., Birch,C., Birch,C.J.",2006-05-10T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1788,GenBank,partial,,,1,Australia,Australia,,,,,,"Human coronavirus 229E strain HCoV-229E-27/1/04 spike glycoprotein (S) gene, partial cds"
CS123973,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),129,GenBank,partial,,,,,,,,,,,Sequence 16 from Patent EP1553169
CS123975,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),145,GenBank,partial,,,,,,,,,,,Sequence 18 from Patent EP1553169
CS123977,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),71,GenBank,partial,,,,,,,,,,,Sequence 20 from Patent EP1553169
CS123978,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),134,GenBank,partial,,,,,,,,,,,Sequence 21 from Patent EP1553169
CS123980,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),207,GenBank,partial,,,,,,,,,,,Sequence 23 from Patent EP1553169
CS123982,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),207,GenBank,partial,,,,,,,,,,,Sequence 25 from Patent EP1553169
CS123984,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),71,GenBank,partial,,,,,,,,,,,Sequence 27 from Patent EP1553169
CS123986,,"van der Hoek,C.",2005-07-21T00:00:00Z,,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),107,GenBank,partial,,,,,,,,,,,Sequence 29 from Patent EP1553169
AY775288,,"Mitchell,S.J., Coyle,P.V., McCaughey,C., O'Neill,H.J., Mitchell,F., De Ornellas,D., Wyatt,D.E., Feeney,S.A.",2004-11-06T00:00:00Z,55617-03,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),100,GenBank,partial,229E,,,,,,,,,,"Human coronavirus 229E nucleocapsid protein (N) gene, partial cds"
AY751810,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU129TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),176,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU129TH replicase 1b gene, partial cds"
AY751811,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU122TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),176,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU122TH replicase 1b gene, partial cds"
AY751812,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU109TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),176,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU109TH replicase 1b gene, partial cds"
AY751813,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU126TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),174,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU126TH replicase 1b gene, partial cds"
AY751814,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU65TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),174,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU65TH replicase 1b gene, partial cds"
AY751815,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU60TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),174,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E isolate CU60TH replicase 1b gene, partial cds"
AY751816,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU110TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),174,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E isolate CU110TH replicase 1b gene, partial cds"
AY751817,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU60TH OC43,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),305,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU60TH OC43 membrane glycoprotein gene, partial cds"
AY751818,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU82TH OC43,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),305,GenBank,partial,,,1,,,,,,,,"Human coronavirus 229E isolate CU82TH OC43 membrane glycoprotein gene, partial cds"
AY754762,,"Theamboonlers,A., Samransamruajkit,R., Thongme,C., Amonsin,A., Chongsrisawat,V., Poovorawan,Y., Thongmee,C., Yambangyang,O.",2004-10-13T00:00:00Z,CU71TH,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),174,GenBank,partial,,,1,Thailand,Thailand,,,,,,"Human coronavirus 229E isolate CU71TH replicase 1b gene, partial cds"
AY386379,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,B10,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E isolate B10 spike glycoprotein gene, partial cds"
AY386380,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,29NSD2,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 29NSD2 spike glycoprotein gene, partial cds"
AY386381,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,40NSD2,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 40NSD2 spike glycoprotein gene, partial cds"
AY386382,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,18D2NS,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 18D2NS spike glycoprotein gene, partial cds"
AY386383,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,1048,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 1048 spike glycoprotein gene, partial cds"
AY386384,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,1623,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 1623 spike glycoprotein gene, partial cds"
AY386385,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,1027,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 1027 spike glycoprotein gene, partial cds"
AY386386,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,13-Apr,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 13-4 spike glycoprotein gene, partial cds"
AY386387,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,26-Jan,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 1-26 spike glycoprotein gene, partial cds"
AY386388,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,29NSD4,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 29NSD4 spike glycoprotein gene, partial cds"
AY386389,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,1610,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1700,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 1610 spike glycoprotein gene, partial cds"
AY386390,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,862,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1678,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E isolate 862 spike glycoprotein gene, partial cds"
AY386391,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,879,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1678,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E isolate 879 spike glycoprotein gene, partial cds"
AY386392,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,13-18,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1736,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 13-18 spike glycoprotein gene, partial cds"
AY386393,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,865,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1678,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E isolate 865 spike glycoprotein gene, partial cds"
AY386394,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,B18,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E isolate B18 spike glycoprotein gene, partial cds"
AY386395,,"Breslin,J.J., Smith,M.K., Wentworth,D.E., Edwards,K.M., Talbot,P.J., Myint,S.H., Kapikian,A.Z., Holmes,K.V.",2003-10-06T00:00:00Z,102NSD2,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),1702,GenBank,partial,,,,,,,,oronasopharynx,,,"Human coronavirus 229E isolate 102NSD2 spike glycoprotein gene, partial cds"
AF344186,,"Bonavia,A., Holmes,K.V.",2001-04-12T00:00:00Z,RW Stock,Human coronavirus 229E,Alphacoronavirus,Coronaviridae,ssRNA(+),3600,GenBank,partial,,,,,,,,,,,"Human coronavirus 229E RW Stock spike glycoprotein (S) gene, complete cds"
